id,company,department,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor
19421,Glasses,BigData,36,29,6,68756.59737,17263.4403,2,0.12587966,0.368501221,0.505889313
19422,Cheerper,Support,33,34,1,49431.89695,18538.14862,4,0,0.251845105,1
19423,Cheerper,Support,31,22,9,40000,18026.80357,3,0.139781651,1,0
19424,Cheerper,Support,40,32,7,45219.17887,20409.98553,1,0,0.988238,0.780131197
19425,Glasses,AI,48,48,1,148690.7078,21230.02035,2,0.516611898,0.319257979,0.164548688
19426,Pear,AI,39,39,1,89887.16041,24792.91,1,0,0.031062937,1
19427,Cheerper,BigData,38,34,4,85219.27846,19573.69804,2,0,0.407417077,0.78344721
19428,Cheerper,AI,33,25,9,141825.0729,18000.36636,2,1,0.4772542,0
19429,Cheerper,BigData,36,31,4,128838.2418,22504.28402,2,0.110511928,0.531227132,0.358068985
19430,Glasses,AI,36,29,6,112609.6955,18996.72472,2,0.386637523,0.632388817,0
19431,Cheerper,Search Engine,34,25,9,96352.89033,15674.23523,2,0.3960204,0.812605818,0
19432,Cheerper,Support,44,39,5,40000,9000,5,0,1,0.45858085
19433,Glasses,AI,30,22,7,83304.46279,18031.76182,3,0.875798991,0.367858184,0
19434,Glasses,AI,37,33,4,129268.5478,23732.75405,1,0.183704321,0,0.991974853
19435,Pear,AI,46,47,1,68074.95396,24697.07726,2,0,0,1
19436,Pear,Design,32,25,7,110299.5901,21137.76274,1,0.689307141,0.044427145,0.266118521
19437,Glasses,BigData,38,37,1,67691.30041,15490.4817,5,0.381130944,0.279066717,0.339580297
19438,Glasses,Design,42,40,2,102073.9964,10121.06632,4,0.798466411,0.033072109,0.167935262
19439,Cheerper,BigData,30,24,7,92442.93087,24605.19556,2,0.411560588,0.95958849,0
19440,Pear,Sales,30,22,9,77598.18445,17175.58887,4,1,0.035201564,0
19441,Glasses,BigData,39,37,2,72924.25757,16302.13199,4,0.186234675,0.586213331,0.227592618
19442,Cheerper,Search Engine,37,31,6,69786.94828,12336.44184,4,0.442817136,0.505664774,0.051800344
19443,Glasses,AI,34,29,4,151045.8223,20165.53553,3,0.860260239,0.197714272,0
19444,Glasses,AI,37,28,9,114328.8784,20797.23746,2,0.961039109,0.31627081,0
19445,Pear,Sales,34,26,8,122923.6928,24792.91,1,1,0,0
19446,Pear,Design,47,44,2,41852.94622,21818.65024,1,0,0.036643895,1
19447,Glasses,AI,42,42,1,93237.87208,24792.91,1,0,0,1
19448,Pear,Design,35,35,1,117889.4774,17839.2568,3,0.629614465,0,0.574754945
19449,Pear,Sales,30,23,1,133975.4956,15598.54489,3,1,0,0.832453394
19450,Cheerper,BigData,46,41,5,71580.97942,16198.61203,4,0.549454377,1,0
19451,Glasses,Search Engine,35,30,5,40143.84829,24792.91,1,0,0.642710721,0.89510395
19452,Glasses,AI,30,22,9,83755.10548,14047.42495,4,0.895668026,0.403960929,0
19453,Cheerper,BigData,44,41,3,70109.43868,11399.78051,5,0.435784778,0.129677522,0.434423019
19454,Glasses,AI,31,31,1,59517.18071,15802.87171,4,0.472864877,0.085827384,0.441497049
19455,Glasses,Search Engine,35,26,9,70709.45992,18593.37197,1,0.133030698,0.849576962,0.017790118
19456,Glasses,Search Engine,43,34,9,103650.1888,23648.82491,1,0.422262279,0.520384215,0.05727386
19457,Glasses,AI,47,43,4,100790.6238,17519.14488,2,0.439284217,0.202321158,0.358266113
19458,Cheerper,Support,45,43,2,48745.21317,17103.08584,2,0,1,0.714669155
19459,Glasses,AI,41,40,1,111473.5184,12881.90398,5,0.773318673,0.050914737,0.175369045
19460,Cheerper,Support,46,42,4,40000,16307.99743,2,0,1,0.550675498
19461,Glasses,AI,36,34,1,131338.4815,22867.30433,3,0.614950358,0.020689135,0.364441251
19462,Glasses,AI,41,35,6,102640.0195,20718.88832,1,0.198486788,0.281226052,0.520213275
19463,Cheerper,BigData,30,28,1,74003.66971,11354.87896,5,0.392252362,0.628948611,0
19464,Glasses,Search Engine,45,41,3,81841.67348,16200.44003,4,0.456983104,0,0.832303049
19465,Glasses,AI,43,35,8,109762.9516,18410.29783,2,0.65148751,0.17688233,0.171463542
19466,Cheerper,Support,49,48,2,65065.71708,16682.96823,4,0,1,0.125909223
19467,Glasses,AI,30,26,3,92652.92175,22996.50359,2,0.388242153,0.3951402,0.216466799
19468,Pear,Design,41,37,4,126167.9729,21426.95557,2,0.728770017,0.095444445,0.175488091
19469,Glasses,Design,35,31,4,139038.2382,22078.33346,2,0.760026413,0.005344051,0.234670844
19470,Pear,Design,30,22,5,85296.30969,17512.25133,3,0.802518112,0,0.375745388
19471,Glasses,AI,31,25,6,83700.20777,11394.62129,5,0.892382212,0.056390263,0.051145524
19472,Cheerper,Support,37,31,7,41345.1606,22062.17608,3,0,1,0.37023968
19473,Cheerper,BigData,35,27,8,46544.50351,20019.09147,2,0.348878623,0.994316285,0
19474,Cheerper,BigData,47,43,4,42033.39419,11011.78085,3,0,1,0.146308339
19475,Glasses,Search Engine,39,37,2,76788.19581,11067.83162,5,0.171826127,0.252001716,0.576161152
19476,Glasses,BigData,36,31,4,101876.1835,18987.68015,4,0.529559918,0.534488377,0
19477,Cheerper,Search Engine,47,40,6,87657.16944,14624.13172,3,0.35374904,0.655142002,0
19478,Cheerper,BigData,49,46,5,116573.3969,22568.33749,1,0.488341708,0.788558368,0
19479,Cheerper,BigData,37,35,2,66472.39149,24792.91,1,0,0.855552392,0.525314923
19480,Glasses,AI,34,28,6,96204.38799,24792.91,1,0.419944802,0.127119168,0.452883358
19481,Pear,AI,49,48,1,104368.119,16484.00181,2,0,0,1
19482,Glasses,AI,37,33,5,106628.4312,18353.32096,3,0.621055928,0.155430787,0.223767322
19483,Glasses,Search Engine,40,38,2,129370.5619,24044.49302,2,0.66825247,0.468670681,0
19484,Glasses,BigData,30,22,7,40000,17363.13329,2,0,0.624213107,0.669817482
19485,Pear,Design,30,22,3,111338.1885,23956.25706,2,0.402918997,0,0.7735833
19486,Glasses,Design,31,27,4,84291.248,23479.4791,1,0.389256119,0.048644863,0.561926748
19487,Pear,Sales,45,45,1,107447.5749,18822.73727,3,0.800345484,0,0.699474643
19488,Glasses,AI,45,38,7,73079.02039,18231.07706,1,0.189096003,0.143297115,0.667948222
19489,Glasses,AI,41,38,3,62344.57777,14742.0719,2,0.092617837,0.10404894,0.803454335
19490,Pear,Design,33,29,4,62882.06057,14529.43366,3,0.408139392,0.185997808,0.405645971
19491,Pear,Sales,36,27,9,112499.3159,24792.91,1,0.809619956,0.028990015,0.161418412
19492,Glasses,AI,42,35,7,73524.74734,17876.2398,2,0.354613899,0.509579307,0.135761924
19493,Cheerper,BigData,39,38,1,62232.25089,19214.2387,3,0,0.69195062,0.603343055
19494,Pear,Design,45,45,1,112596.5106,12027.4887,4,1,0,0.637858458
19495,Glasses,Search Engine,40,32,7,83038.23196,24792.91,1,0.090047426,0.76270707,0.147160551
19496,Glasses,Search Engine,40,37,3,65190.41335,24792.91,1,0,0.406616085,0.804878901
19497,Glasses,Search Engine,35,31,4,40000,21937.62081,2,0,0.329668164,0.797911239
19498,Glasses,Search Engine,34,29,5,128178.6201,23570.61082,1,0.354124532,0.364144364,0.281445129
19499,Pear,Sales,30,22,5,131007.1828,24792.91,1,1,0,0.120184509
19500,Glasses,Design,39,33,7,139631.9942,23418.17248,1,1,0.494733826,0
19501,Cheerper,BigData,38,30,7,78158.52876,20704.86997,2,0.099182516,0.94136963,0
19502,Glasses,BigData,36,30,6,62352.61803,19588.44933,4,0.384176456,0.617627734,0
19503,Cheerper,Support,35,30,5,40000,24306.78395,3,0,1,0.391011694
19504,Cheerper,Search Engine,43,34,9,91963.71939,19249.54272,2,0.565070656,0.76533748,0
19505,Cheerper,BigData,39,39,1,101841.7822,23042.67346,2,0.35725553,0.700046171,0
19506,Glasses,Search Engine,40,35,4,104205.9631,21223.37985,4,0.467088261,0,0.664412364
19507,Glasses,AI,35,26,8,89466.13058,16493.92216,2,0.513414205,0.398738932,0.087586672
19508,Pear,AI,30,25,5,40000,14775.8935,3,0.119433622,0.148187732,0.732290012
19509,Glasses,Search Engine,43,39,4,75970.05868,9000,4,0,0.294362139,0.732093379
19510,Glasses,Design,36,29,7,106758.3759,14825.21679,3,0.83993073,0.200950475,0
19511,Pear,Design,49,48,1,93091.16456,23237.1226,2,0.055484273,0,1
19512,Glasses,AI,37,32,5,104172.4814,24401.20002,1,0.455183644,0.089019928,0.455807993
19513,Cheerper,Search Engine,30,22,7,80519.96357,17095.32605,4,0.756293995,0.509025308,0
19514,Cheerper,BigData,31,22,9,44954.27861,18194.83372,3,0,1,0
19515,Glasses,AI,38,33,5,76641.36028,20663.51927,2,0.250893793,0.049431632,0.699437404
19516,Cheerper,Search Engine,32,22,9,40596.21736,20035.27086,1,0,0.859087327,0.375260273
19517,Cheerper,Support,40,34,5,61805.76288,16155.1878,4,0.168338258,0.687423694,0.144565824
19518,Cheerper,BigData,39,33,7,148048.7296,18060.82597,3,0.811988203,0.628593694,0
19519,Glasses,AI,49,47,6,90428.98589,11880.49113,3,0.482110593,0.135141376,0.382581493
19520,Cheerper,Search Engine,48,45,3,104555.4776,14805.31292,4,0.454638013,0.323417685,0.222246164
19521,Pear,Design,39,38,1,125875.7962,19367.24475,3,0.962938891,0,0.145868988
19522,Pear,Design,34,30,4,76356.11787,24792.91,1,0.126380899,0.126566061,0.747073397
19523,Glasses,Search Engine,33,30,3,119950.932,24792.91,1,0.130410389,0,0.875604777
19524,Glasses,Design,30,22,9,81995.34896,24792.91,1,0.644765302,0.507271616,0
19525,Pear,Design,30,22,9,139483.9343,19300.24623,1,1,0.080283836,0
19526,Cheerper,BigData,40,36,4,40000,18074.75735,2,0,1,0.395429637
19527,Cheerper,Support,32,24,8,67115.03904,23067.72349,2,0,0.937292618,0.223095591
19528,Glasses,AI,45,42,3,66618.10948,13358.84414,2,0,0.358480855,0.749977585
19529,Glasses,AI,33,27,6,66503.4374,21634.01118,2,0,0.444121864,0.703439824
19530,Pear,Sales,42,41,1,86156.15789,17052.89969,3,1,0,0.02850206
19531,Cheerper,Search Engine,44,37,7,116346.4338,18690.08165,2,0.509188627,0.525436399,0
19532,Cheerper,Support,49,47,3,107188.6316,9000,5,0.472784074,0.808669756,0
19533,Glasses,AI,32,26,6,86276.78366,24792.91,1,0,0.956581164,0.061131705
19534,Glasses,Search Engine,30,22,5,92867.67697,24792.91,3,0.426761575,0.405530365,0.167224182
19535,Glasses,AI,38,36,2,121130.2209,24792.91,1,0.19512941,0.240572734,0.564724994
19536,Glasses,AI,37,30,7,113064.1547,11428.34335,4,0.808500158,0.089374539,0.101734611
19537,Pear,Design,43,43,1,106850.5023,23080.64216,1,0.27796463,0,0.801839214
19538,Pear,AI,30,26,1,45344.58645,17475.15632,4,0.403069341,0,0.640628852
19539,Cheerper,BigData,40,33,7,56056.40842,15685.19775,2,0,1,0.207970805
19540,Glasses,Search Engine,39,35,4,77238.21473,14268.38425,4,0.361067628,0.078157216,0.560897803
19541,Glasses,BigData,38,37,1,83068.77237,21500.9955,3,0,0.535830636,0.566156841
19542,Cheerper,BigData,40,35,5,57101.2073,19392.56546,2,0,0.641431164,0.372069402
19543,Glasses,Search Engine,38,36,3,59041.11214,18188.36812,2,0.115146866,0.340871999,0.543945088
19544,Glasses,AI,45,35,9,96447.99127,24792.91,1,0,0.921472622,0.253562618
19545,Glasses,BigData,38,37,1,58680.48027,15133.46945,2,0,0.433463923,1
19546,Glasses,Design,36,28,8,148158.1535,10923.38061,3,1,0,0
19547,Cheerper,Search Engine,41,39,2,75941.2367,11082.57482,5,0.47603018,0.49025903,0.033764202
19548,Glasses,AI,45,41,4,108796.9187,18065.43111,2,0.23560368,0,1
19549,Glasses,Search Engine,32,26,6,75958.77126,23144.89519,1,0.121148221,1,0
19550,Glasses,Search Engine,39,34,5,55530.76472,22046.00434,2,0,0.363288914,0.650216075
19551,Pear,AI,49,48,1,68342.61765,12286.7207,3,0,0,1
19552,Glasses,Search Engine,39,32,7,51233.05025,20339.05211,2,0.079825055,0.476747971,0.443466503
19553,Glasses,AI,46,41,6,134487.0591,20127.89379,1,0.544777754,0.307508426,0.148272693
19554,Cheerper,Support,30,23,6,46061.15351,23967.51505,1,0,0.858879518,0.5732483
19555,Glasses,AI,37,39,1,109307.9613,16882.96934,5,0.974166724,0,0.629682177
19556,Glasses,Search Engine,38,34,4,102546.3746,24136.81858,1,0.06944354,0.629380249,0.301600318
19557,Cheerper,Support,30,22,8,63486.44182,22743.6629,2,0.019330457,1,0
19558,Glasses,Search Engine,43,34,9,137586.9281,21241.54062,2,0.80046492,0.501498175,0
19559,Pear,Design,30,26,4,109666.5303,24792.91,1,0.213824771,0.492342632,0.293936459
19560,Cheerper,BigData,39,36,3,94240.47113,10617.0787,5,0.792121931,0.364798886,0
19561,Pear,Design,30,22,9,106985.1956,12501.43795,2,0.926390628,0,0.207612478
19562,Pear,Design,36,34,2,101982.4974,12412.75834,5,0.953132677,0,0.648485497
19563,Glasses,AI,30,22,7,68261.59685,9114.022402,4,0.495673015,0.240321638,0.264450204
19564,Glasses,Design,47,45,2,133623.3419,9000,3,0.932011018,0,0.19435073
19565,Pear,Sales,30,27,2,130461.7312,24612.37535,3,1,0,0.292495528
19566,Glasses,Search Engine,45,48,1,52579.68527,19737.20011,1,0,0,1
19567,Glasses,Search Engine,44,39,5,58676.33081,20717.41167,2,0,0.640262749,0.424598119
19568,Glasses,Search Engine,31,26,5,77123.26279,9000,4,0.566413409,0.317673178,0.115833764
19569,Glasses,Search Engine,30,22,7,50166.85496,11092.6243,4,0.211764113,0.250700931,0.53823957
19570,Glasses,Design,32,32,1,84637.39815,24792.91,3,0.491560577,0.211291307,0.29729689
19571,Glasses,AI,40,33,7,82955.85518,20253.93165,1,0.240678551,0,0.869563079
19572,Cheerper,Support,46,42,4,40000,13653.38815,4,0,1,0.934118374
19573,Glasses,AI,38,30,8,108368.7917,18217.82724,3,0.992435205,0.410619341,0
19574,Pear,Design,35,30,5,97881.40319,24792.91,1,0,0.216397776,0.877172107
19575,Glasses,Search Engine,30,22,5,81242.23472,13949.84503,4,0.483594424,0.296588038,0.220079295
19576,Cheerper,BigData,42,35,7,47654.66395,14132.13258,3,0,0.915083295,0.085134684
19577,Glasses,BigData,32,29,2,40000,21313.84884,2,0,0.92819124,0.486793853
19578,Glasses,Search Engine,43,39,4,79538.91969,24792.91,2,0.26180407,0.587622175,0.15057567
19579,Pear,Design,46,44,2,93237.37884,19061.37944,2,0.297132605,0,1
19580,Glasses,Design,30,22,7,112231.9837,23513.30733,2,0.795264961,0,0.319728577
19581,Glasses,AI,36,28,7,89740.22722,16545.2996,3,0.559731893,0.426698558,0.013975254
19582,Glasses,Design,38,30,8,113353.4,18004.11763,3,1,0.487094285,0
19583,Glasses,AI,47,42,5,117079.8638,22930.85963,1,0.513703444,0.498830214,0
19584,Glasses,BigData,43,42,1,45276.9619,13806.67222,4,0,0.017113139,1
19585,Pear,Design,32,31,2,67015.75025,24792.91,1,0,0,1
19586,Cheerper,Support,32,24,8,67456.84677,19948.72222,3,0.008966861,1,0
19587,Pear,Sales,30,23,6,100704.1886,19322.43409,2,0.68306625,0,0.601838089
19588,Cheerper,Support,33,26,6,85173.66559,14942.67929,4,0.428807895,1,0
19589,Glasses,AI,43,40,3,75260.68071,14843.73066,3,0.301354785,0.298375223,0.400295241
19590,Glasses,Design,43,39,4,98475.04135,14290.91115,2,0.652656699,0.23392012,0.113192588
19591,Glasses,Design,46,37,9,135122.4754,14655.726,2,1,0.434289798,0
19592,Glasses,AI,30,22,6,103233.6413,24792.91,1,0.291161344,0.542032179,0.166325051
19593,Glasses,BigData,33,29,4,40000,22878.78171,2,0,0.83624277,0.817775412
19594,Cheerper,Support,33,27,6,57044.55989,16822.91196,3,0.08088223,1,0
19595,Glasses,AI,48,44,4,98162.28765,16106.79902,2,0.461766246,0,0.565329308
19596,Pear,Design,30,22,6,118007.6654,16969.12263,3,0.842465878,0,0.463640336
19597,Pear,Design,39,36,3,88620.60692,24792.91,2,0.207795717,0,1
19598,Glasses,Search Engine,38,31,7,55017.47105,16996.44865,2,0.030351728,0.684121437,0.285230475
19599,Glasses,Search Engine,45,42,3,89689.4415,18250.60764,3,0.344822891,0.216693966,0.43816831
19600,Cheerper,BigData,38,33,5,48548.84674,21154.01797,2,0,0.692478418,0.334518625
19601,Glasses,Search Engine,41,41,1,54642.92217,11232.82281,4,0,0.089093587,0.97667889
19602,Cheerper,Support,38,29,9,73116.36645,16357.41335,2,0,1,0
19603,Cheerper,Search Engine,39,32,7,99037.53611,23523.4003,1,0.33881847,1,0
19604,Glasses,BigData,45,41,4,77272.98065,24238.42467,2,0.10228828,0.575771934,0.321618183
19605,Pear,Sales,44,40,5,81058.559,23417.52662,1,0.165348028,0,1
19606,Cheerper,BigData,39,32,7,89918.38838,14811.81293,3,0.242561095,0.556338805,0.200811333
19607,Glasses,Search Engine,32,25,6,90391.41647,20508.8807,2,0.59336511,0.502845677,0
19608,Glasses,Search Engine,39,32,7,84766.49038,11128.28223,3,0.454264526,0.259206932,0.285986462
19609,Cheerper,BigData,33,27,6,65690.51639,13097.54402,5,0.704373386,0.361317721,0
19610,Pear,Sales,39,34,5,88896.58675,19825.48819,2,0.365050215,0,0.730289264
19611,Cheerper,Search Engine,30,22,9,96596.74336,19531.58998,1,0.804947709,0.742831401,0
19612,Cheerper,Support,40,34,6,67354.61311,22060.93675,1,0,0.712307734,0.451714329
19613,Cheerper,BigData,38,30,8,40000,13061.64279,3,0,0.892907507,0.349813786
19614,Pear,Design,43,36,7,113985.3392,20547.83079,1,0.551358541,0,0.91846591
19615,Glasses,Design,37,30,7,113089.8601,11407.70634,4,0.990942048,0.127647324,0
19616,Cheerper,Search Engine,44,37,7,90835.56589,14745.12692,2,0.626678452,0.881102066,0
19617,Cheerper,BigData,32,22,9,75326.81959,20525.05319,3,0.702750891,1,0
19618,Cheerper,Search Engine,49,46,4,106084.4315,13033.49404,3,0.640504992,0.294800972,0.065237181
19619,Cheerper,Search Engine,30,22,9,107220.5931,18627.66313,3,1,0.952726754,0
19620,Glasses,AI,36,30,7,74112.06634,18204.42227,2,0.452607301,0.553339504,0
19621,Glasses,BigData,45,37,8,75283.36335,18120.05234,1,0,0.335269043,0.96388271
19622,Glasses,Design,35,30,5,126462.6952,24792.91,1,0.849180198,0.032800384,0.11797749
19623,Glasses,Search Engine,36,29,7,116008.0433,13057.57969,3,0.672459626,0,0.43545024
19624,Cheerper,Search Engine,34,28,6,80172.11901,23373.98335,1,0.033874518,0.668124538,0.298427962
19625,Cheerper,Search Engine,30,22,8,100071.2189,24792.91,2,0.729272202,0.477803641,0
19626,Cheerper,Support,39,34,4,51926.73469,17537.87034,4,0.061533246,0.685983997,0.25252175
19627,Pear,Sales,30,22,6,87870.64277,24792.91,2,0.762903271,0.044199284,0.193137764
19628,Cheerper,BigData,49,48,5,87387.076,17639.70248,1,0.085944733,0.734815238,0.17923536
19629,Glasses,Search Engine,32,25,7,69103.00251,19885.31976,3,0.324329182,0.591925243,0.083365407
19630,Cheerper,Search Engine,42,34,8,87689.65146,18363.27051,1,0.308780923,1,0
19631,Pear,Design,30,22,7,125603.1264,20809.79027,1,0.551999472,0.134623239,0.313267987
19632,Pear,Design,32,30,2,87329.73378,21946.92234,2,0.285719309,0.025216773,0.689761464
19633,Glasses,AI,36,30,6,42608.05155,19459.10978,3,0.143574375,0.163322505,0.69324143
19634,Glasses,BigData,43,41,2,46381.08562,18250.70092,4,0.226355724,0.469032739,0.304556292
19635,Pear,Sales,47,47,1,153000,9859.056346,5,1,0,0
19636,Glasses,Search Engine,45,41,4,138817.2829,24792.91,1,0.472824213,0.469597865,0.057499118
19637,Glasses,Search Engine,35,31,4,40000,24792.91,1,0,0.808675758,0.910176155
19638,Glasses,Search Engine,35,34,1,40000,17343.90144,4,0,0.44624364,0.610259717
19639,Glasses,AI,36,31,4,93216.24567,14948.8416,3,0.550840544,0.360039354,0.089331899
19640,Glasses,Search Engine,30,22,8,72477.07939,23224.59491,1,0.091456969,0.786986175,0.121980382
19641,Cheerper,Support,30,22,7,52706.57014,20629.14532,3,0,1,0.135498082
19642,Glasses,Design,32,30,2,135119.8629,14634.45314,4,1,0,0.255700776
19643,Glasses,Search Engine,32,27,5,67671.98407,21471.04612,3,0.19247557,0.53898337,0.268788382
19644,Glasses,Search Engine,46,37,9,77039.60179,14340.6,2,0.432378276,0.351909474,0.215333701
19645,Pear,Design,43,39,4,80116.0776,15136.19322,2,0.43692235,0.000401015,0.562345052
19646,Pear,Design,40,36,4,61076.48648,20066.82992,2,0,0,1
19647,Pear,Sales,30,22,7,109351.4504,14226.4037,3,1,0,0.296864102
19648,Glasses,Design,30,22,9,124788.7983,20398.4836,2,0.842808059,0.301908671,0
19649,Cheerper,Support,41,32,9,95081.63174,19608.17956,3,0.370248114,1,0
19650,Glasses,AI,36,27,9,113618.5225,18089.11666,2,1,0.3902937,0
19651,Glasses,AI,30,22,7,93107.63478,18488.69774,3,0.596478127,0.564299508,0
19652,Cheerper,Support,41,36,5,40000,21324.07954,3,0,1,0.609671651
19653,Glasses,Search Engine,39,34,4,40000,13100.6746,3,0.067549005,0.643467888,0.289119803
19654,Glasses,AI,37,28,9,56885.51049,10163.25858,4,0.463360158,0.335952639,0.200365665
19655,Glasses,Design,45,41,3,72635.70829,14724.28762,3,0.382436289,0.133154639,0.484264797
19656,Pear,Design,35,32,3,122828.7405,23239.71059,2,0.697486964,0.131060594,0.171987379
19657,Cheerper,BigData,39,34,5,75467.79094,18121.68632,3,0.124498308,0.647100144,0.228195356
19658,Glasses,Design,46,41,6,69883.33811,18080.31938,2,0.233997696,0.057861408,0.707916328
19659,Pear,Sales,49,47,4,97656.6445,16323.96549,2,0.5660459,0,1
19660,Cheerper,BigData,32,25,7,112803.2496,24792.91,1,0.371203229,0.700144763,0
19661,Pear,Sales,39,35,4,124462.5972,21599.16131,2,0.930097102,0,0.477219493
19662,Cheerper,AI,48,41,6,129810.1712,10512.01039,2,0.723399224,1,0
19663,Cheerper,Support,49,48,7,71001.19438,13448.5023,4,0,0.510582868,0.511347945
19664,Glasses,Search Engine,42,39,3,73480.65424,21001.94277,2,0,0.312879561,1
19665,Pear,Sales,33,31,2,101046.8099,16524.4613,3,0.690693933,0,0.32093044
19666,Glasses,Search Engine,49,48,1,106242.6958,15068.29846,4,0.462378907,0.016859444,0.521099521
19667,Pear,Sales,37,30,7,49529.50094,17044.01795,1,0.096669861,0.463647689,0.439811607
19668,Glasses,Search Engine,30,22,7,61495.95476,14118.34559,4,0.156945405,0,0.868380405
19669,Glasses,AI,49,44,5,100282.8279,10585.46997,2,0.183707929,0.34609956,0.470315082
19670,Glasses,Search Engine,32,25,7,82025.39689,18332.81593,3,0.321464624,0.457085999,0.221177251
19671,Glasses,Search Engine,39,37,2,47233.01549,18938.12599,3,0,0.345941748,0.91175573
19672,Cheerper,BigData,32,22,9,83001.22504,13536.66317,3,0.518729238,0.789082579,0
19673,Glasses,Search Engine,43,47,1,40000,12077.50371,4,0,0,1
